episode,score,score_100_ave
138,667.4293643382016,505.83146836700064
139,629.0652805634885,508.64563142135273
140,459.3141904803008,506.59975328795707
141,503.98835036003936,507.84777837106304
142,427.60748714180943,508.35885889798396
143,511.0171754883392,509.1224036105832
144,649.403337618484,510.50534827846974
145,462.41895702721786,509.9047495189293
146,434.8853821069509,508.60125173631167
147,388.966205175857,506.66746494313776
148,586.3956331676561,505.8824427038401
149,687.1458631662899,509.199239279147
150,397.57768491566117,508.1602105980281
151,395.66546083363164,506.89597142621164
152,468.4293039710965,504.08102725447765
153,536.7776865662304,504.9829093701626
154,528.3822127310245,505.3137425905293
155,430.64074209868386,504.4798555847733
156,428.02109887257996,503.82679050803193
157,649.9193286420387,504.91034655604386
158,421.6310559310961,504.9046497152506
159,611.122109075898,504.9577393408001
160,483.44697089143324,502.60697361505333
161,518.4413882978203,502.79220898347126
162,448.26410628457654,501.6426699338515
163,464.58400508559623,500.92427575284506
164,451.91263157871253,500.80861851627856
165,533.3186686074132,501.7370297919504
166,607.5335210861728,503.33001237178064
167,434.2891455581301,503.3182778237445
168,605.032471239829,504.68901601634616
169,510.2374981463074,505.0822006647919
170,436.1352024587813,505.65183076598424
171,492.3851659653475,506.12351367990436
172,492.3851659653475,506.2854389913464
173,697.1827242021338,507.5672615528667
174,484.06589394666713,506.2772920689459
175,560.6290485408177,506.46433452168986
176,582.1063876747055,508.65725973213716
177,429.02062039297005,505.8041699117989
178,415.2085287579381,505.12467949107355
179,529.2430209562663,504.0095768307636
180,517.8284009649436,504.6108651500054
181,491.4707982490158,505.92343769763625
182,448.77902063049333,505.24232215842574
183,417.29115912838853,504.8521051580212
184,691.529542894277,506.2360565001665
185,568.8775682155258,505.94708844425156
186,470.92446100256313,505.7790978869917
187,424.63665920369465,504.8089793713714
188,536.6263702495731,505.21640814294113
189,512.6504580874573,506.0243974218296
190,480.8046957399635,504.77303674808144
191,510.59299319615917,504.47774639254766
192,409.1711242501919,502.7624632170224
193,482.9313470769956,502.26905401259756
194,563.7330397907753,502.7291513664335
195,545.652038616413,504.0550855738007
196,435.84056032849685,500.99422104826635
197,586.8963654343988,501.3080954805441
198,431.59428440508816,500.767405003443
199,542.8744051201439,502.09361499239844
200,365.11889338757135,501.73529150310935
201,608.843788669844,502.82699797019797
202,550.3982165125591,503.47111693847893
203,417.27328063969094,502.6139439913934
204,424.8839417783159,501.1413704956014
205,409.31258273254934,499.17169371483055
206,377.8747210769217,498.8285257601239
207,509.51546468833453,498.583684197213
208,444.1755372330921,497.98049427477986
209,413.3522884535433,496.71811859523933
210,515.3778032867921,497.5308751160512
211,579.7969569738584,498.35843759488523
212,554.9979222879206,497.451117321298
213,413.18035069405295,495.6987853692001
214,398.0675187905939,494.8931448627648
215,518.7973952648689,496.42725204048264
216,386.8571180709638,495.0367500143357
217,448.06612065992755,495.0028193772707
218,642.4895869110588,497.1318580637097
219,387.95237558703053,495.1567728969519
220,575.7386231839009,496.6121734351452
221,477.8519036671847,494.68688973765813
222,617.4611556004199,496.5821625993265
223,365.205043989655,496.49816851046796
224,505.9158318661306,496.6984095539429
225,592.8205890663629,499.1148751277795
226,493.4882482575863,498.1797658336728
227,493.4882482575863,498.94172203615193
228,530.5481376524718,500.4475843727812
229,343.2419330471452,499.1149867305142
230,330.52191346577314,497.5053249225515
231,412.1666387839393,496.39854462293226
232,510.3993477581531,497.37310573763733
233,600.1242588974744,497.9130314290126
234,519.2941574918708,497.91662151015714
235,518.7596721535518,498.97800874303533
236,576.3947278360944,499.09401556118246
237,524.1325235089004,498.75816186677804
238,431.4235250011539,496.39810347340745
239,450.63183524093444,494.61376902018196
240,597.6390168461429,495.9970172838404
241,489.41989702756405,495.85133275051555
242,629.4591631679913,497.86984951077744
243,527.3162932970589,498.0328406888646
244,472.8351301930535,496.26715861461025
245,477.77822926573754,496.42075133699547
246,552.0707291557899,497.5926048074839
247,511.5225378850715,498.81816813457607
248,542.5887356632562,498.3800991595321
249,461.7031130424839,496.12567165829404
250,535.6368926586971,497.5062637357243
251,329.2169985588832,496.8417791129769
252,498.8805366728868,497.1462914399947
253,480.616845514586,496.58468302947824
254,552.9089601727625,496.82995050389565
255,399.52579334332177,496.518801016342
256,569.0166831233528,497.9287568588498
257,550.0855838033748,496.9304194104632
258,299.29079219355475,495.70701677308773
259,535.4990062548432,494.95078574487724
260,340.12244959523514,493.51754053191524
261,579.8242737945826,494.13136938688285
262,509.0758958445013,494.73948728248206
263,434.74284817708235,494.441075713397
264,459.0276388409549,494.5122257860193
265,413.4825195195413,493.31386429514066
266,545.8699006278171,492.69722809055713
267,593.1624701300626,494.28596133627644
268,470.5713309947599,492.9413499338257
269,546.411369621907,493.3030886485817
270,409.52598107518804,493.03699643474573
271,506.4488373212005,493.1776331483043
272,525.8046049458542,493.5118275381094
273,547.8706019116353,492.0187063152044
274,526.5356971652421,492.4434043473902
275,461.88513678002596,491.45596522978224
276,513.3909137595724,490.76881049063087
277,546.2407956038147,491.9410122427393
278,535.3608112319533,493.1425350674794
279,377.0344451855648,491.6204493097724
280,446.9047647227882,490.91121294735086
281,429.76439840239146,490.29414894888464
282,478.74798536145073,490.59383859619413
283,564.0252427152868,492.06117943206317
284,415.78563560550145,489.30374035917544
285,560.7543204284732,489.2225078813049
286,555.2426456985143,490.06568972826443
287,497.15178592176426,490.7908409954451
288,690.3851222357033,492.3284285153064
289,562.8229403707327,492.8301533381392
290,591.0990383462131,493.9330967642017
291,581.0388409765808,494.6375552420058
292,402.8837681617733,494.57468168112166
293,378.2398030175809,493.52776624052757
294,566.7661524082455,493.55809736670227
295,615.2034431049052,494.2536114115872
296,419.5364022913683,494.090569831216
297,520.4834306736425,493.4264404836083
298,309.01268263030704,492.2006244658606
299,456.9005308486602,491.3408857231458
300,496.330318151891,492.6529999707889
301,496.9022850090923,491.5335849341814
302,565.5454461317729,491.6850572303735
303,578.0557006146894,493.29288143012354
304,565.3662643643971,494.69770465598435
305,361.43425360537344,494.21892136471257
306,530.6380278920683,495.74655443286406
307,565.1641904192885,496.3030416901736
308,570.9712954781492,497.5709992726242
309,404.8321884715625,497.4857982728043
310,596.0874510810668,498.29289475074705
311,503.4073693598012,497.52899887460654
312,646.9105589134257,498.4481252408616
313,417.3564203317734,498.4898859372388
314,596.1673752881954,500.47088450221474
315,427.05353414752113,499.5534458910413
316,670.7187207220136,502.39206191755176
317,510.58078587991025,503.0172085697515
318,497.94312568720864,501.5717439575131
319,422.75835762513736,501.9198037778942
320,564.5474734222323,501.80789228027743
321,519.441239716555,502.2237856407712
322,657.5954404727339,502.62512848949433
323,557.3679514111283,504.5467575637091
324,452.83926683777025,504.01599191342547
325,613.6623333941053,504.2244093567029
326,556.6584601639305,504.8561114757664
327,506.8664242532953,504.9898932357235
328,562.7577096287663,505.3119889554863
329,591.5895906413742,507.79546553142865
330,443.3888827582341,508.9241352243532
331,528.5763263139684,510.08823209965345
332,463.7086903562014,509.621325525634
333,540.8210389780857,509.0282933264401
334,603.754083310794,509.8728925846293
335,451.6529846563124,509.201825709657
336,399.7657738617774,507.4355361699138
337,537.5264646566937,507.56947558139177
338,677.3282148134512,510.0285224795147
339,480.65480972893766,510.32875222439475
340,429.2219983736703,508.64458203967007
341,589.1275427033008,509.6416584964274
342,542.0727457881005,508.76779432262856
343,370.66518058054953,507.2012831954635
344,563.2491247476925,508.1054231410099
345,542.0727457881005,508.7483683062335
346,495.36436905704744,508.181304705246
347,491.24773567374007,507.9785566831327
348,517.0726926629438,507.7233962531295
349,325.39890348479196,506.3603541575526
350,518.2124825296182,506.1861100562619
351,399.3533700857929,506.88747377153095
352,527.2302626838897,507.17097103164093
353,396.78838848136536,506.33268646130875
354,501.32786305737744,505.81687549015487
355,465.18007758722825,506.47341833259395
356,484.68857551711176,505.63013725653144
357,593.3968367390249,506.06324978588805
358,373.30555028930326,506.8033973668455
359,412.64879538772544,505.57489525817437
360,626.5253653140113,508.4389244153621
361,519.8434563303417,507.8391162407196
362,477.87074451484153,507.52706472742307
363,458.5845755915436,507.7654820015677
364,540.2277175308493,508.5774827884667
365,473.22347932190513,509.1748923864902
366,485.4080233336077,508.5702736135482
367,509.80396585913815,507.73668857083896
368,435.22117948236433,507.38318705571504
369,449.46174319010834,506.413690791397
370,555.8264519421374,507.87669550006655
371,556.8149229378765,508.38035635623334
372,419.1195418030327,507.313505724805
373,443.8544804488828,506.27334451017754
374,364.67398711281623,504.65472740965333
375,494.7557095671622,504.9834331375248
376,461.94032587152134,504.46892725864416
377,438.01614767065644,503.38668077931266
378,668.0326873230074,504.71339954022324
379,473.0712441621845,505.67376752998933
380,484.20555277817857,506.0467754105432
381,609.7197553909798,507.8463289804291
382,630.3483883969498,509.36233301078414
383,446.53152250450614,508.1873958086763
384,419.6162442559177,508.22570189518046
385,593.6412820658729,508.55457151155446
386,505.40426021541435,508.0561876567234
387,543.3023265642635,508.5176930631484
388,606.7683622749586,507.68152546354105
389,546.027401021326,507.5135700700469
390,688.5607916545378,508.4881876031302
391,454.67998497965067,507.2245990431609
392,513.5960262458373,508.3317216240015
393,592.7816714730076,510.47714030855576
394,598.6778088758388,510.79625687323175
395,586.1709693203502,510.50593213538616
396,476.7650590497794,511.0782187029703
397,497.9458203475819,510.8528425997097
398,474.55492445540267,512.5082650179606
399,645.5395628196834,514.3946553376709
400,540.0896724141044,514.8322488802929
401,620.9813338519461,516.0730393687215
402,562.6716222411872,516.0443011298156
403,598.4667488227966,516.2484116118967
404,463.42216924351146,515.2289706606878
405,423.64059165655533,515.8510340411996
406,447.8713351401401,515.0233671136804
407,504.93149098314194,514.421040119319
408,507.3697434793267,513.7850245993308
409,359.57151074554304,513.3324178220705
410,592.2445819859001,513.2939891311189
411,677.2755045996199,515.0326704835169
412,493.7933111337635,513.5014980057204
413,638.4859468570099,515.7127932709727
414,541.3709804771371,515.1648293228621
415,562.952577024706,516.523819751634
416,576.0288999509568,515.5769215439235
417,559.8400934994082,516.0695146201185
418,319.8120560011246,514.2882039232576
419,491.6994888429628,514.9776152354359
420,517.2541658403389,514.504682159617
421,580.5142795054288,515.1154125575057
422,377.4452519267631,512.3139106720461
423,542.4287682035517,512.1645188399702
424,703.143312104467,514.6675592926372
425,572.6608465060333,514.2575444237565
426,630.7126983204519,514.9980868053217
427,557.5576734853481,515.5049992976423
428,465.38566439003364,514.5312788452549
429,485.85608811524537,513.4739438199936
430,482.67090825909946,513.8667640750023
431,577.2660490613525,514.3536613024761
432,454.6649703775245,514.2632241026894
433,431.3828868358093,513.1688425812666
434,482.1566205065329,511.952867953224
435,469.29922803255835,512.1293303869865
436,504.6736444254229,513.1784090926228
437,559.3853898631108,513.3969983446871
438,554.1127545625397,512.1648437421779
439,394.1695853954578,511.29999149884316
440,602.9843109120586,513.037614624227
441,541.5218561844434,512.5615577590386
442,591.611835154833,513.0569486527057
443,359.0611846763853,512.9409086936643
444,598.0471335287066,513.2888887814743
445,560.7492859436647,513.4756541830301
446,426.1821882179593,512.783832374639
447,477.6026568117351,512.647381586019
448,588.8265476656375,513.364920136046
449,407.1903869540779,514.1828349707388
450,492.3165750247395,513.9238758956901
451,521.4967271166606,515.1453094659987
452,379.78227442290574,513.6708295833888
453,576.8934926065489,515.4718806246406
454,628.6359428416174,516.744961422483
455,407.2870025974769,516.1660306725855
456,406.1866675098224,515.3810115925126
457,591.5454138284847,515.3624973634072
458,515.695864216774,516.7864005026819
459,507.41677136948726,517.7340802624994
460,586.184593348012,517.3306725428396
461,401.27897056370944,516.1450276851733
462,480.09221534635464,516.1672423934883
463,427.0760103956523,515.8521567415294
464,402.77350157192546,514.4776145819401
465,439.8593852092354,514.1439736408134
466,617.4172613182951,515.4640660206603
467,606.0701682752325,516.4267280448213
468,458.3908902718107,516.6584251527158
469,440.3527376259847,516.5673350970745
470,537.7158767652484,516.3862293453058
471,564.1946791175851,516.4600269071028
472,578.8738552613127,518.0575700416856
473,500.2324953448447,518.6213501906452
474,557.8722646022835,520.55333296554
475,440.9812523891566,520.0155883937599
476,535.0489469966167,520.7466746050109
477,448.8586531338382,520.8550996596426
478,382.8731054025266,518.0035038404378
479,434.36611816490534,517.616452580465
480,383.78461120947594,516.612243164778
481,462.665408250941,515.1416996933776
482,601.2902893643247,514.8511187030514
483,522.7677100353554,515.6134805783598
484,425.34089412200416,515.6707270770207
485,390.03460611644715,513.6346603175265
486,592.9602436048225,514.5102201514204
487,585.2635226191925,514.9298321119699
488,486.98689066386726,513.7320173958589
489,690.0125995128966,515.1718693807746
490,660.2278216503001,514.8885396807323
491,738.9377388740893,517.7311172196767
492,476.5614467284827,517.3607714245031
493,552.521425129551,516.9581689610685
494,502.56472656328685,515.9970381379429
495,394.43267114297356,514.0796551561692
496,610.8038935494791,515.4200435011661
497,579.7153307408183,516.2377386050985
498,531.4767634076441,516.8069569946209
499,355.4962879692447,513.9065242461165
500,437.52432490023216,512.8808707709778
501,466.21736261529446,511.3332310586113
502,453.87532908364017,510.2452681270359
503,654.9952521743934,510.8105531605517
504,430.9011194064473,510.48534266218115
505,412.67748756351136,510.3757116212507
506,594.1146572358045,511.8381448422073
507,572.6405412040393,512.5152353444164
508,523.0053603907728,512.6715915135308
509,440.43057704907363,513.4801821765661
510,460.8220544918998,512.1659569016261
511,517.776589052224,510.57096774615223
512,646.9945519977506,512.1029801547921
513,611.793074831247,511.8360514345344
514,611.793074831247,512.5402723780755
515,488.1382978931139,511.79212958675964
516,599.2676341577486,512.0245169288276
517,537.8780330953525,511.80489632478697
518,582.6049749642348,514.432825514418
519,295.07396519674063,512.4665702779558
520,371.1799481684659,511.00582810123706
521,520.8890963017302,510.4095762692001
522,484.98064816779237,511.4849302316104
523,533.1907923933907,511.3925504735089
524,572.7459106040266,510.08857645850446
525,403.2019626390453,508.3939876198345
526,459.55286252195503,506.68238926184955
527,312.1902566707693,504.2287150937038
528,656.0817099701901,506.1356755495053
529,429.63010354468224,505.5734157037997
530,614.2350252547391,506.88905687375615
531,462.03742452644894,505.73677062840704
532,678.1319547244141,507.9714404718759
533,479.94988605543443,508.45711046407223
534,617.6098664029597,509.8116429230366
535,648.0500835330027,511.59915147804094
536,535.3108262645549,511.90552329643236
537,608.6394894160491,512.3980642919616
538,357.29633822217664,510.429900128558
539,461.8442110560634,511.1066463851641
540,359.50483026503207,508.6718515786938
541,403.86174467795536,507.2952504636289
542,657.4211902115875,507.95334401419643
543,603.2934351774238,510.39566651920677
544,507.3044640536763,509.48823982445646
545,694.4174287218343,510.8249212522382
546,436.28618999041805,510.9259612699628
547,374.4225328617887,509.8941600304633
548,828.4874165028435,512.2907687188355
549,501.6311801562977,513.2351766508577
550,333.8628219470169,511.6506391200804
551,624.1713130382018,512.6773849792959
552,415.76279735272266,513.037190208594
553,412.63215999340656,511.3945768824626
554,679.1713236363825,511.89993069041026
555,765.5559786421929,515.4826204508574
556,453.57004049372847,515.9564541806965
557,448.73614836550973,514.5283615260668
558,409.48227625354434,513.4662256464345
559,452.5897981430438,512.9179559141701
560,453.23476710444356,511.5884576517343
561,506.8802178800541,512.6444701248978
562,480.16180703702963,512.6451660418045
563,591.1785889695286,514.2861918275432
564,515.998444404037,515.4184412558644
565,553.0658911659694,516.5505063154318
566,721.4011113679976,517.5903448159287
567,689.0308153731656,518.4199512869081
568,546.8040646985228,519.3040830311752
569,408.2467395101638,518.983023050017
570,416.69450159322963,517.7728092982967
571,455.9989198415739,516.6908517055366
572,515.520184873858,516.0573150016621
573,554.7859723373751,516.6028497715873
574,661.26164082451,517.6367435338095
575,512.2067166940103,518.3489981768581
576,550.1974799745907,518.5004835066378
577,553.0629956832937,519.5425269321324
578,461.3220444548467,520.3270163226556
579,567.4454266523056,521.6578094075296
580,625.6883110013664,524.0768464054486
581,597.3925538033052,525.4241178609723
582,480.6788693682401,524.2180036610113
583,544.5321994010927,524.4356485546688
584,417.6712149653736,524.3589517631025
585,400.538716829255,524.4639928702305
586,667.4316866802907,525.2087073009852
587,704.3914425200921,526.3999864999943
588,588.0317514896532,527.410435108252
589,332.4742465950345,523.8350515790734
590,521.31167766121,522.4458901391826
591,707.6135666072507,522.132648416514
592,641.8353340406093,523.7853872896354
593,528.6618745007354,523.5467917833472
594,363.68936546266104,522.1580381723411
595,609.0398335275554,524.3041097961868
596,550.7571586706991,523.703642447399
597,438.04673582254594,522.2869564982162
598,439.32178966569563,521.3654067607968
599,527.9021562616025,523.0894654437204
600,629.4363463115398,525.0085856578334
601,326.5221989275521,523.611634020956
602,645.2307054122457,525.5251877842421
603,577.2475360263296,524.7477106227615
604,500.3906344094687,525.4426057727917
605,423.59054675357356,525.5517363646923
606,542.2391010897694,525.0329808032319
607,467.3129723816162,523.9797051150077
608,650.8739886807239,525.2583913979072
609,556.632363220534,526.4204092596218
610,583.6637312931255,527.6488260276341
611,414.9778473566813,526.6208386106787
612,306.3625885388265,523.2145189760895
613,644.9593600131861,523.5461818279088
614,644.9593600131861,523.8778446797282
615,512.0583553397513,524.1170452541945
616,678.6005587420268,524.9103745000374
617,572.9679462615808,525.2612736316996
618,445.0473519216081,523.8856974012735
619,487.56279988438587,525.81058574815
620,703.479848122308,529.1335847476882
621,642.1051605703019,530.345745390374
622,377.2643341433872,529.26858225013
623,705.8740091844232,530.9954144180402
624,624.0393011803538,531.5083483238035
625,464.3336187224499,532.1196648846375
626,614.6095238266962,533.670231497685
627,421.39822611208274,534.7623111920981
628,494.41908168171994,533.1456849092134
629,495.1112971051972,533.8004968448184
630,680.3678372620261,534.4618249648914
631,453.4453083605364,534.3759038032323
632,473.6522539232353,532.3311067952204
633,586.0637609252037,533.3922455439181
634,492.5849264434146,532.1419961443227
635,545.8482665433074,531.1199779744256
636,579.9139604851812,531.566009316632
637,452.062987090126,530.0002442933727
638,580.4893634880654,532.2321745460316
639,587.0009341982594,533.4837417774536
640,731.4752701563128,537.2034461763665
641,446.31671642741753,537.6279958938611
642,503.15489863663936,536.0853329781116
643,424.48557740913,534.2972544004286
644,584.005085829523,535.0642606181871
645,498.93436764091484,533.1094300073778
646,489.701452428016,533.6435826317539
647,383.4424352520804,533.7337816556568
648,757.2449460163458,533.0213569507919
649,395.35574570264805,531.9586026062553
650,484.656860873692,533.4665429955222
651,664.0537895941802,533.865367761082
652,664.0537895941802,536.3482776834965
653,586.9454142944287,538.0914102265068
654,717.6271093142027,538.475968083285
655,559.9211194558169,536.4196194914213
656,436.5323642779042,536.249242729263
657,290.49092117436055,534.6667904573515
658,537.0614986326373,535.9425826811424
659,455.3580863347862,535.9702655630598
660,658.1298970164257,538.0192168621796
661,595.2284240420612,538.9026989237998
662,623.972519473267,540.3408060481621
663,540.5757189586129,539.8347773480529
664,490.25890129989233,539.5773819170114
665,591.3573269996795,539.9602962753485
666,602.11673338655,538.7674524955341
667,635.3203662038544,538.230348003841
668,536.8823579131468,538.1311309359872
669,496.9676304633363,539.018339845519
670,646.4033679050575,541.3154285086372
671,646.4033679050575,543.219472989272
672,670.9249673521451,544.7735208140549
673,512.5705985113052,544.3513670757942
674,690.6901685257399,544.6456523528065
675,494.5052550665703,544.4686377365321
676,665.4162809914891,545.620825746701
677,580.3057183831763,545.8932529736999
678,378.313312863862,545.0631656577901
679,459.1264754390113,543.9799761456572
680,327.35756195348563,540.9966686551784
681,576.4707300622204,540.7874504177674
682,608.3799995506155,542.0644617195911
683,694.3663463169696,543.56280318875
684,694.3124826485758,546.3292158655819
685,612.7908394773027,548.4517370920624
686,547.8956103892976,547.2563763291527
687,702.0330632083345,547.232792536035
688,542.1071902320155,546.7735469234588
689,388.46497935398,547.3334542510481
690,726.8930302105291,549.3892677765413
691,540.7448883565421,547.7205809940342
692,351.76563362203956,544.8198839898484
693,429.4006374001033,543.8272716188421
694,491.77991021626644,545.1081770663783
695,503.4466322045237,544.0522450531479
696,634.6424079634586,544.8910975460756
697,440.3403149397604,544.9140333372477
698,435.7718484684797,544.8785339252755
699,379.49722209034627,543.394484583563
700,586.9944853667542,542.9700659741152
701,484.91489522523284,544.553992937092
702,593.324680900347,544.0349326919728
703,442.9925577523905,542.6923829092335
704,619.7946395640823,543.8864229607797
705,456.2271341432964,544.2127888346769
706,750.975856369837,546.3001563874775
707,476.7271656958287,546.3942983206197
708,366.1208140425276,543.5467665742376
709,555.855910729117,543.5390020493235
710,527.9941401478623,542.9823061378709
711,611.5519688568569,544.9480473528727
712,392.16525597204054,545.8060740272048
713,618.9059803951544,545.5455402310245
714,631.7064751984244,545.4130113828768
715,620.3312482498613,546.4957403119778
716,458.7864084300949,544.2975988088585
717,440.8426519049293,542.976345865292
718,504.3357414351732,543.5692297604277
719,664.0941935229694,545.3345436968135
720,435.4815994178073,542.6545612097685
721,564.6090611145637,541.8796002152112
722,492.67692918060396,543.0337261655834
723,652.8964752718827,542.503950826458
724,393.0437239730323,540.1939950543847
725,571.2718709576988,541.2633775767373
726,571.2718709576988,540.8300010480473
727,585.687815864477,542.4728969455713
728,585.687815864477,543.3855842873988
729,442.9142572490246,542.8636138888371
730,434.415513329516,540.4040906495119
731,557.506368227654,541.444701248183
732,452.733947538353,541.2355181843343
733,435.20817586107637,539.726962333693
734,525.0652239964637,540.0517653092235
735,595.1020182447336,540.5443028262378
736,390.5721038506319,538.6508842598922
737,420.8694732968823,538.3389491219598
738,659.5052974925026,539.1291084620042
739,454.5134391160624,537.8042335111822
740,507.4288890819936,535.563769700439
741,568.1047370457435,536.7816499066224
742,567.9953960585169,537.4300548808411
743,343.3522526767737,536.6187216335176
744,552.3501483191814,536.3021722584141
745,532.7489496237072,536.6403180782421
746,493.675724311014,536.680060797072
747,411.0849280469448,536.9564857250207
748,564.0487150120849,535.0245234149781
749,343.88684155854384,534.509834373537
750,567.9724265262919,535.3429900300631
751,410.4690786705082,532.8071429208263
752,510.2256622228005,531.2688616471125
753,547.4579844752565,530.8739873489209
754,379.37369104270084,527.4914531662059
755,374.6768195316385,525.6390101669641
756,493.7532962189239,526.2112194863743
757,629.52483903803,529.6015586650109
758,534.1015807601734,529.5719594862862
759,529.6043252026373,530.3144218749646
760,362.53561654100355,527.3584790702105
761,680.4717133560324,528.2109119633502
762,625.5221913715511,528.226408682333
763,383.3588281760377,526.6542397745073
764,588.2788483028022,527.6344392445365
765,468.94024461071433,526.4102684206468
766,420.5050686573445,524.5941517733547
767,583.4867152942419,524.0758152642586
768,382.0132247600874,522.527123932728
769,655.6402814289474,524.1138504423841
770,655.6402814289474,524.206219577623
771,597.3419073550275,523.7156049721227
772,522.9572381900144,522.2359276805014
773,478.16725571344574,521.8918942525228
774,577.8803865801374,520.7637964330668
775,572.0143750711098,521.5388876331122
776,488.42911262022517,519.7690159493995
777,609.898217182583,520.0649409373935
778,453.3240504101879,520.8150483128568
779,623.850500583989,522.4622885643066
780,686.5504531240118,526.054217476012
781,404.59334620182597,524.3354436374079
782,625.3010703530988,524.5046543454328
783,630.6903379858492,523.8678942621216
