episode,score,score_100_ave,guess,eps
1,345.5323773433056,345.5323773433056,True,0.9997
2,446.6501102142951,396.0912437788004,True,0.9994000000000001
3,501.33362548450947,431.1720376807034,True,0.9991000000000001
4,480.2343650471941,443.4376195223261,True,0.9988000000000001
5,631.1647964348275,480.98305490482636,True,0.9985000000000002
6,537.9414203437905,490.47611581132037,True,0.9982000000000002
7,602.3740880614462,506.4615404184812,True,0.9979000000000002
8,469.6737408574335,501.8630654733503,True,0.9976000000000003
9,683.7380141937067,522.0713931089454,True,0.9973000000000003
10,470.8522555103165,516.9494793490825,True,0.9970000000000003
11,499.55950209082715,515.3685723256048,True,0.9967000000000004
12,478.2389258768036,512.274435121538,True,0.9964000000000004
13,581.960026743856,517.6348652463316,True,0.9961000000000004
14,541.6305616073421,519.3488435578324,True,0.9958000000000005
15,563.4267770816841,522.2873724594225,True,0.9955000000000005
16,688.291189629231,532.6626110325356,True,0.9952000000000005
17,456.74006310619745,528.1965788015744,True,0.9949000000000006
18,381.7049984206389,520.0581576693003,True,0.9946000000000006
19,572.7881684050828,522.8334213922362,True,0.9943000000000006
20,421.8161040273203,517.7825555239904,True,0.9940000000000007
21,535.0574017635231,518.6051672496824,True,0.9937000000000007
22,348.59905150534746,510.87761653403084,True,0.9934000000000007
23,452.39868930097344,508.3350544804196,True,0.9931000000000008
24,487.3164357907609,507.4592787016839,True,0.9928000000000008
25,476.58260058828785,506.2242115771481,True,0.9925000000000008
26,575.0588524037105,508.8716977627851,True,0.9922000000000009
27,510.04037582479,508.91498213545196,True,0.9919000000000009
28,336.16833714656644,502.7454591001346,True,0.9916000000000009
29,522.2109750419539,503.41668378778354,True,0.991300000000001
30,455.75071738603623,501.8278182410586,True,0.991000000000001
31,534.5417315869423,502.88310576834516,True,0.990700000000001
32,402.2162378917149,499.7372661472005,True,0.9904000000000011
33,441.673693571071,497.97776394792385,True,0.9901000000000011
34,571.1855115875313,500.1309329961475,True,0.9898000000000011
35,338.857015178615,495.52310677278945,True,0.9895000000000012
36,489.1755214361047,495.34678495788154,True,0.9892000000000012
37,385.14657288613733,492.3684008478344,True,0.9889000000000012
38,546.2731223622459,493.7869461508452,True,0.9886000000000013
39,667.8139893992873,498.24917802901047,True,0.9883000000000013
40,518.769013631776,498.7621739190796,True,0.9880000000000013
41,600.8852405734117,501.25298042284373,True,0.9877000000000014
42,619.834160124269,504.0763418443062,True,0.9874000000000014
43,428.27973420940356,502.3136300388433,True,0.9871000000000014
44,659.045323840227,505.8757139888748,True,0.9868000000000015
45,336.16482387747317,502.104360875288,True,0.9865000000000015
46,421.7383548424075,500.35727378761675,True,0.9862000000000015
47,434.9809884435456,498.96628899306205,True,0.9859000000000016
48,419.6040810466492,497.3129096608452,True,0.9856000000000016
49,421.67101225627493,495.76919746891525,True,0.9853000000000016
50,426.9659978222791,494.39313347598255,True,0.9850000000000017
51,455.8026672031978,493.63645766671226,True,0.9847000000000017
52,552.9905549254211,494.77788261399513,True,0.9844000000000017
53,353.4811151222643,492.1119058688681,True,0.9841000000000018
54,592.3000725542302,493.96724228896744,True,0.9838000000000018
55,592.939613817729,495.7667399531267,True,0.9835000000000018
56,512.6923836021298,496.068983589716,True,0.9832000000000019
57,545.111596364877,496.92938030506974,True,0.9829000000000019
58,469.36746917423403,496.45417494074496,True,0.9826000000000019
59,559.5617139398588,497.5237942458147,True,0.982300000000002
60,520.207266217801,497.90185211201447,True,0.982000000000002
61,596.0319691562688,499.5105425553629,True,0.981700000000002
62,503.05956415594756,499.5677848392433,True,0.981400000000002
63,479.84119750892114,499.2546644054287,True,0.9811000000000021
64,590.250817675322,500.6764793002707,True,0.9808000000000021
65,527.9451590129821,501.09599744969705,True,0.9805000000000021
66,692.5220574016757,503.9963922974543,True,0.9802000000000022
67,418.1278597951143,502.71477240935974,True,0.9799000000000022
68,427.096041152907,501.60273224382365,True,0.9796000000000022
69,407.5136076235092,500.23912174207993,True,0.9793000000000023
70,472.34113441434334,499.84057906596945,True,0.9790000000000023
71,540.8034346332465,500.41752069367766,True,0.9787000000000023
72,508.6729625765817,500.53217960871785,True,0.9784000000000024
73,674.9966617529275,502.9221040216522,True,0.9781000000000024
74,538.0324909792013,503.3965687102678,True,0.9778000000000024
75,532.885756665285,503.7897578830014,True,0.9775000000000025
76,443.6271813570447,502.9981450339756,True,0.9772000000000025
77,511.29125182978424,503.10584771963545,True,0.9769000000000025
78,469.4001511741683,502.67372340494995,True,0.9766000000000026
79,342.924667214826,500.6515834531763,True,0.9763000000000026
80,508.68207099223355,500.75196454741456,True,0.9760000000000026
81,509.3284557775415,500.8578471551939,True,0.9757000000000027
82,574.1823517492376,501.752048430731,True,0.9754000000000027
83,597.2670730568934,502.90283185996185,True,0.9751000000000027
84,521.5377055412503,503.12467559426295,True,0.9748000000000028
85,703.8153369435718,505.4857421983725,True,0.9745000000000028
86,653.6613019104792,507.2087138229319,True,0.9742000000000028
87,473.8606187208963,506.8254023849774,True,0.9739000000000029
88,732.2823555386774,509.38741321626935,False,0.9736000000000029
89,572.7839246869394,510.0997335698724,True,0.9733000000000029
90,457.2887455863798,509.5129448145003,True,0.973000000000003
91,451.85639495857276,508.87935635454505,True,0.972700000000003
92,662.7441252113582,510.551799494293,True,0.972400000000003
93,546.8886026951902,510.94251780828114,True,0.9721000000000031
94,655.4396983757391,512.4797218568712,True,0.9718000000000031
95,525.3745308002474,512.615456687854,True,0.9715000000000031
96,543.4786533862349,512.9369483201289,True,0.9712000000000032
97,506.86837145405707,512.874385672025,True,0.9709000000000032
98,562.6813816218436,513.3826203245742,True,0.9706000000000032
99,430.2381079663912,512.5427767654006,True,0.9703000000000033
100,451.71556002673117,511.93450459801386,True,0.9700000000000033
101,353.57759596747303,512.0149567842554,True,0.9697000000000033
102,764.1543239349398,515.189998921462,False,0.9694000000000034
103,602.5158347908581,516.2018210145255,True,0.9691000000000034
104,586.0019305496417,517.25949666955,True,0.9688000000000034
105,612.4192871901319,517.072041577103,True,0.9685000000000035
106,435.1532403052989,516.0441597767182,True,0.9682000000000035
107,415.8417446347201,514.1788363424508,True,0.9679000000000035
108,727.0160742565533,516.7522596764422,True,0.9676000000000036
109,485.7503381174217,514.7723829156794,True,0.9673000000000036
110,622.8970252302618,516.2928306128788,True,0.9670000000000036
111,525.8796200783463,516.556031792754,True,0.9667000000000037
112,456.5391157267545,516.3390336912535,True,0.9664000000000037
113,432.9114010028362,514.8485474338432,True,0.9661000000000037
114,494.9022992954189,514.3812648107239,True,0.9658000000000038
115,432.6722722227887,513.0737197621349,True,0.9655000000000038
116,410.5280250171062,510.2960881160137,True,0.9652000000000038
117,591.0843838380932,511.6395313233326,True,0.9649000000000039
118,573.4682631723547,513.5571639708498,True,0.9646000000000039
119,520.6625835062799,513.0359081218618,True,0.9643000000000039
120,385.0393986540573,512.6681410681292,True,0.964000000000004
121,588.3464022299709,513.2010310727937,True,0.963700000000004
122,463.84414900525127,514.3534820477927,True,0.963400000000004
123,553.0229780684152,515.3597249354672,True,0.9631000000000041
124,641.1603455868052,516.8981640334276,True,0.9628000000000041
125,479.081640539196,516.9231544329366,True,0.9625000000000041
126,456.742670698196,515.7399926158814,True,0.9622000000000042
127,636.2701303171307,517.0022901608048,True,0.9619000000000042
128,607.7673353037886,519.7182801423771,True,0.9616000000000042
129,545.8426985525775,519.9545973774834,True,0.9613000000000043
130,492.67485143840895,520.3238387180072,True,0.9610000000000043
131,604.4089736165205,521.0225111383029,True,0.9607000000000043
132,482.03755989344523,521.8207243583203,True,0.9604000000000044
133,592.47747479355,523.328762170545,True,0.9601000000000044
134,352.1461163271313,521.138368217941,True,0.9598000000000044
135,637.9712697118559,524.1295107632734,True,0.9595000000000045
136,587.2083073066432,525.1098386219787,True,0.9592000000000045
137,475.28775299704995,526.0112504230879,True,0.9589000000000045
138,535.9396673136719,525.9079158726022,True,0.9586000000000046
139,532.6999041295353,524.5567750199046,True,0.9583000000000046
140,652.8893435203008,525.8979783187898,False,0.9580000000000046
141,365.13072836002806,523.5404331966561,True,0.9577000000000047
142,640.10896535799,523.7431812489932,True,0.9574000000000047
143,509.21164981382117,524.5525004050373,True,0.9571000000000047
144,593.8629884066294,523.9006770507015,True,0.9568000000000048
145,522.0349604895588,525.7593784168224,True,0.9565000000000048
146,461.1199836197814,526.153194704596,True,0.9562000000000048
147,667.6179685872669,528.4795645060334,False,0.9559000000000049
148,441.49904821656514,528.6985141777325,True,0.9556000000000049
149,477.33374953045154,529.2551415504743,True,0.9553000000000049
150,513.3907878961936,530.1193894512132,True,0.955000000000005
151,488.70148159356654,530.4483775951171,True,0.954700000000005
152,505.10350154337857,529.9695070612966,True,0.954400000000005
153,349.8723266184768,529.9334191762588,True,0.954100000000005
154,292.0862577710207,526.9312810284267,True,0.9538000000000051
155,421.1501233558765,525.213386123808,True,0.9535000000000051
156,520.0210933811978,525.2866732215987,True,0.9532000000000052
157,434.92630964710156,524.184820354421,True,0.9529000000000052
158,518.7167051736018,524.6783127144147,True,0.9526000000000052
159,683.7559672787614,525.9202552478038,True,0.9523000000000053
160,586.0775354703301,526.578957940329,True,0.9520000000000053
161,385.4345378857094,524.4729836276234,True,0.9517000000000053
162,460.66229510098765,524.0490109370737,True,0.9514000000000054
163,456.7876358299248,523.8184753202838,True,0.9511000000000054
164,603.9296149624533,523.9552632931551,True,0.9508000000000054
165,441.42355604565944,523.0900472634818,True,0.9505000000000055
166,450.73692968566047,520.6721959863218,True,0.9502000000000055
167,493.4439547271605,521.4253569356423,True,0.9499000000000055
168,437.9325187478066,521.5337217115913,True,0.9496000000000056
169,442.87366191930744,521.8873222545493,True,0.9493000000000056
170,662.7513216389011,523.7914241267948,False,0.9490000000000056
171,503.51511061859304,523.4185408866483,True,0.9487000000000056
172,376.2209327304275,522.0940205881867,True,0.9484000000000057
173,402.05958004014036,519.3646497710589,True,0.9481000000000057
174,459.34145617450156,518.5777394230118,True,0.9478000000000057
175,786.9061601105677,521.1179434574647,False,0.9475000000000058
176,675.0155431718897,523.4318270756131,True,0.9472000000000058
177,473.1274260473477,523.0501888177888,True,0.9469000000000058
178,369.7400592922869,522.0535878989699,True,0.9466000000000059
179,502.6991587854339,523.651332814676,True,0.9463000000000059
180,424.9750233852683,522.8142623386065,True,0.946000000000006
181,580.0688288447082,523.521666069278,True,0.945700000000006
182,565.1523315995744,523.4313658677814,True,0.945400000000006
183,625.9603843168577,523.718298980381,True,0.945100000000006
184,530.1022767444975,523.8039446924136,True,0.9448000000000061
185,489.71962163788146,521.6629875393567,True,0.9445000000000061
186,450.56086392298937,519.6319831594817,True,0.9442000000000061
187,492.2231358087927,519.8156083303606,True,0.9439000000000062
188,700.9122889955496,519.5019076649294,True,0.9436000000000062
